2 #samples
50 #characters
#sample_index	sample_label	character_index	character_label	vaf_lb	vaf_mean	vaf_ub	mu	x	y
0	sample_1	0	SNV_1	5.0861742657e-05	0.0049504950495	0.0322563166247	1	0	0.0518029	1	1	0.948197
0	sample_1	1	SNV_2	0.332959307533	0.416666666667	0.503839617102	1	1	1
0	sample_1	2	SNV_3	0.0417027010922	0.0821256038647	0.140049610137	1	1	1
0	sample_1	3	SNV_4	0.019995201618	0.0507614213198	0.101435194946	1	1	1
0	sample_1	4	SNV_5	0.368723142479	0.458762886598	0.550790890051	1	1	1
0	sample_1	5	SNV_6	0.0283749907037	0.0652173913043	0.122643805196	1	1	0.994909	2	2	0.0050907
0	sample_1	6	SNV_7	0.167887023208	0.241935483871	0.32799180302	1	1	0.241328	2	0	0.758672
0	sample_1	7	SNV_8	0.0193675896541	0.0492610837438	0.0984974269505	1	1	1
0	sample_1	8	SNV_9	0.0	0.0	0.0203043042539	1	1	1
0	sample_1	9	SNV_10	5.88960910413e-05	0.00523560209424	0.0340855591458	1	1	0.953185	3	1	0.046815
0	sample_1	10	SNV_11	0.404466543013	0.497326203209	0.590476049843	1	1	1
0	sample_1	11	SNV_12	0.426344604889	0.514150943396	0.601139210427	1	1	1
0	sample_1	12	SNV_13	0.000678208545463	0.00980392156863	0.0405782238803	1	1	1
0	sample_1	13	SNV_14	0.0164796775389	0.0443349753695	0.0920011531226	1	1	1
0	sample_1	14	SNV_15	0.000699811542286	0.0100502512563	0.0415823910217	1	1	1
0	sample_1	15	SNV_16	0.000770604848227	0.0116959064327	0.0481927472332	1	1	1
0	sample_1	16	SNV_17	0.227782677469	0.307692307692	0.396013477939	1	1	1
0	sample_1	17	SNV_18	0.0110776015327	0.035175879397	0.0798512255746	1	1	1
0	sample_1	18	SNV_19	4.76552025068e-05	0.0048309178744	0.0314882019784	1	1	1
0	sample_1	19	SNV_20	0.000747346580998	0.0114285714286	0.0471100544339	1	1	1
0	sample_1	20	SNV_21	0.440604878414	0.527777777778	0.613601251455	1	1	1	2	1	0
0	sample_1	21	SNV_22	4.89075241176e-05	0.00487804878049	0.0317910157823	1	1	0.972196	3	2	0.0278043
0	sample_1	22	SNV_23	0.320932376466	0.410810810811	0.504996518367	1	1	1	3	2	0
0	sample_1	23	SNV_24	0.449174359151	0.541666666667	0.632160683588	1	1	1
0	sample_1	24	SNV_25	0.0301475102339	0.0666666666667	0.122614014322	1	1	0.99216	3	3	0.00783959
0	sample_1	25	SNV_26	0.212889223538	0.285714285714	0.366951483785	1	1	1
0	sample_1	26	SNV_27	0.0042427212438	0.0222222222222	0.0636910712531	1	1	1
0	sample_1	27	SNV_28	0.247481485193	0.333333333333	0.427629625553	1	1	0.0618709	2	1	0.938129
0	sample_1	28	SNV_29	0.000730749821794	0.0112359550562	0.0463294305131	1	0	0	1	1	1
0	sample_1	29	SNV_30	0.392722503496	0.479069767442	0.566229074622	1	1	1
0	sample_1	30	SNV_31	0.0211929160908	0.0511627906977	0.0993375064914	1	1	1
0	sample_1	31	SNV_32	0.418297042029	0.507317073171	0.596059783343	1	1	1
0	sample_1	32	SNV_33	6.48336780379e-05	0.0054347826087	0.0353616890088	1	1	1
0	sample_1	33	SNV_34	0.0208848002217	0.0504587155963	0.0979969514672	1	1	0.872807	3	1	0.127193
0	sample_1	34	SNV_35	0.0	0.0	0.0189571310345	1	1	0.987516	2	1	0.0124839
0	sample_1	35	SNV_36	0.289051827208	0.373737373737	0.464159683097	1	1	0.939899	3	1	0.0601013
0	sample_1	36	SNV_37	0.000559577961544	0.00840336134454	0.0349119139455	1	1	1
0	sample_1	37	SNV_38	0.385934274336	0.480446927374	0.57584841414	1	0	0	1	1	1
0	sample_1	38	SNV_39	0.0149162045012	0.0403587443946	0.083896194126	1	1	1
0	sample_1	39	SNV_40	0.398513490943	0.489690721649	0.581152881202	1	1	0.485872	3	1	0.514128
0	sample_1	40	SNV_41	0.0303748525667	0.063025210084	0.111872201645	1	1	1
0	sample_1	41	SNV_42	0.43397374414	0.520737327189	0.606692553874	1	1	1
0	sample_1	42	SNV_43	0.179233273448	0.252525252525	0.336638866097	1	1	1
0	sample_1	43	SNV_44	0.00163829392183	0.0125	0.0414863601966	1	1	0.991002	2	1	0.00899768
0	sample_1	44	SNV_45	0.00356538424183	0.0186046511628	0.0535607850872	1	1	1
0	sample_1	45	SNV_46	0.156932482909	0.224880382775	0.304344875838	1	1	0.0208302	3	2	0.97917
0	sample_1	46	SNV_47	0.0107871185181	0.0343137254902	0.0779292617033	1	1	0.947734	3	1	0.0522662
0	sample_1	47	SNV_48	0.204489735168	0.277777777778	0.360044818986	1	1	1
0	sample_1	48	SNV_49	0.0195723873261	0.0497512437811	0.0994575955893	1	1	1	2	0	0
0	sample_1	49	SNV_50	0.0106199929978	0.0338164251208	0.0768198563624	1	1	1
1	sample_2	0	SNV_1	0.0268162914265	0.0615384615385	0.116021216267	1	0	0.0333195	1	1	0.96668
1	sample_2	1	SNV_2	0.37938381907	0.469387755102	0.560806847361	1	1	1
1	sample_2	2	SNV_3	0.000694595106072	0.0108108108108	0.0446048357375	1	1	1
1	sample_2	3	SNV_4	4.09005386778e-05	0.00456621004566	0.0297859124666	1	1	1
1	sample_2	4	SNV_5	0.306632201058	0.39378238342	0.48568113341	1	1	1
1	sample_2	5	SNV_6	0.0	0.0	0.0193234438161	1	1	0.999127	2	2	0.000873485
