4 #samples
50 #characters
#sample_index	sample_label	character_index	character_label	vaf_lb	vaf_mean	vaf_ub	mu	x	y
0	sample_1	0	SNV_1	0.821248878727	0.887755102041	0.936998781052	1	0	0.945768	1	1	0.0542322
0	sample_1	1	SNV_2	0.0115761866659	0.0366492146597	0.0831316318536	1	1	0.38065	2	2	0.61935
0	sample_1	2	SNV_3	0.0668178867455	0.117346938776	0.184719008149	1	1	0.969529	3	2	0.0304709
0	sample_1	3	SNV_4	0.0492054575572	0.0909090909091	0.148917904218	1	1	1
0	sample_1	4	SNV_5	0.144013132422	0.210784313725	0.289861446533	1	1	0.856452	3	1	0.143548
0	sample_1	5	SNV_6	0.436385074626	0.522935779817	0.608680111978	1	1	1
0	sample_1	6	SNV_7	0.400810228436	0.492227979275	0.583931410585	1	1	1
0	sample_1	7	SNV_8	0.0570325966403	0.106741573034	0.175885637942	1	1	1
0	sample_1	8	SNV_9	0.285411824211	0.375722543353	0.472463151883	1	1	1
0	sample_1	9	SNV_10	0.0477763445869	0.0900473933649	0.149226861654	1	1	1
0	sample_1	10	SNV_11	0.224652979048	0.301435406699	0.38655276893	1	1	1
0	sample_1	11	SNV_12	0.428589369374	0.516587677725	0.603766126061	1	1	0.0730023	2	2	0.926998
0	sample_1	12	SNV_13	0.0551191199641	0.10152284264	0.165653830157	1	1	1
0	sample_1	13	SNV_14	0.419345277996	0.507109004739	0.594599324234	1	1	1
0	sample_1	14	SNV_15	0.0244221264182	0.056338028169	0.106417451241	1	1	1
0	sample_1	15	SNV_16	0.110803688408	0.168949771689	0.240264828537	1	1	0.824355	3	2	0.175645
0	sample_1	16	SNV_17	0.309111315829	0.390134529148	0.475572468834	1	1	0.907727	2	1	0.0922733
0	sample_1	17	SNV_18	0.388857716555	0.47619047619	0.564344547045	1	0	0	1	1	1
0	sample_1	18	SNV_19	0.0370372005634	0.0747663551402	0.129897716673	1	1	1
0	sample_1	19	SNV_20	0.0480165990814	0.0904761904762	0.149919618429	1	1	0.964326	2	1	0.0356738
0	sample_1	20	SNV_21	0.0845995624437	0.138095238095	0.206493280535	1	0	0.095088	1	1	0.904912
0	sample_1	21	SNV_22	0.301628886962	0.386934673367	0.477452067302	1	0	0.0708099	1	1	0.92919
0	sample_1	22	SNV_23	0.10207948393	0.160194174757	0.232837538292	1	1	1
0	sample_1	23	SNV_24	0.34747864001	0.430493273543	0.516406830786	1	0	0.00878207	1	1	0.991218
0	sample_1	24	SNV_25	0.123923633131	0.185185185185	0.259121541112	1	1	0.242989	2	2	0.757011
0	sample_1	25	SNV_26	0.207153372443	0.284974093264	0.372619356913	1	1	1
0	sample_1	26	SNV_27	0.0535821353863	0.0972222222222	0.157308759694	1	1	1
0	sample_1	27	SNV_28	0.295061168685	0.377358490566	0.464683623109	1	0	0	1	1	1
0	sample_1	28	SNV_29	0.0350343668725	0.0724637681159	0.128094133101	1	1	1
0	sample_1	29	SNV_30	0.0293292720098	0.0627802690583	0.113354990786	1	1	1
0	sample_1	30	SNV_31	0.30798749045	0.398876404494	0.494717599111	1	1	1
0	sample_1	31	SNV_32	0.052555689213	0.0954545454545	0.154520507966	1	1	1
0	sample_1	32	SNV_33	0.0720076734663	0.124352331606	0.193699451697	1	1	1
0	sample_1	33	SNV_34	0.0230022079205	0.0552763819095	0.107155116132	1	1	1
0	sample_1	34	SNV_35	0.0533955963179	0.0985221674877	0.160888102925	1	1	1
0	sample_1	35	SNV_36	0.0508277014484	0.0954773869347	0.157986946615	1	1	1
0	sample_1	36	SNV_37	0.0444237458365	0.0871794871795	0.148446334928	1	1	1
0	sample_1	37	SNV_38	0.0631206762025	0.114130434783	0.183276996413	1	1	1
0	sample_1	38	SNV_39	0.304938619939	0.386363636364	0.472225272273	1	1	1
0	sample_1	39	SNV_40	0.411984372256	0.505376344086	0.598477375194	1	1	1	3	0	0
0	sample_1	40	SNV_41	0.0327541789311	0.07	0.125942339945	1	1	1
0	sample_1	41	SNV_42	0.0410250110054	0.0847457627119	0.148880873192	1	1	0.997856	3	3	0.00214423
0	sample_1	42	SNV_43	0.0551279209183	0.0986547085202	0.157818897594	1	1	1
0	sample_1	43	SNV_44	0.0579466583691	0.105	0.169195451221	1	1	1
0	sample_1	44	SNV_45	0.0625979875453	0.11004784689	0.173721371378	1	1	1
0	sample_1	45	SNV_46	0.0689706085757	0.119402985075	0.186216680947	1	1	1	3	0	0
