2 #samples
50 #characters
#sample_index	sample_label	character_index	character_label	vaf_lb	vaf_mean	vaf_ub	mu	x	y
0	sample_1	0	SNV_1	0.0867168437194	0.122340425532	0.165031033696	1	1	0.864595	2	1	0.135405
0	sample_1	1	SNV_2	0.0675683295624	0.100558659218	0.141455762097	1	1	0.66577	3	1	0.33423
0	sample_1	2	SNV_3	0.11350148708	0.153846153846	0.201102456752	1	1	1
0	sample_1	3	SNV_4	0.283001354394	0.336734693878	0.393285511836	1	1	0.124109	2	1	0.875891
0	sample_1	4	SNV_5	0.113734503173	0.153439153439	0.19960368728	1	1	1
0	sample_1	5	SNV_6	0.404888389846	0.461165048544	0.518269305164	1	0	0	1	1	1
0	sample_1	6	SNV_7	0.00491306071148	0.0155440414508	0.0354695367793	1	1	1
0	sample_1	7	SNV_8	0.00226959339208	0.0100502512563	0.0271984116807	1	1	1
0	sample_1	8	SNV_9	0.0748144393021	0.108695652174	0.150075166255	1	1	1
0	sample_1	9	SNV_10	0.00465950554878	0.0147783251232	0.0337438840968	1	1	1
0	sample_1	10	SNV_11	0.312185888997	0.366336633663	0.422912038539	1	1	1
0	sample_1	11	SNV_12	0.00483415143985	0.015306122449	0.0349335881118	1	1	0.988773	2	2	0.0112267
0	sample_1	12	SNV_13	0.107876179031	0.144186046512	0.186403471796	1	0	0	1	1	1
0	sample_1	13	SNV_14	0.107411894748	0.145	0.18902750177	1	0	0.0213941	1	1	0.978606
0	sample_1	14	SNV_15	0.313449461084	0.366197183099	0.421306743413	1	1	0.988732	2	2	0.0112681
0	sample_1	15	SNV_16	0.363038438857	0.418269230769	0.474722844643	1	1	1
0	sample_1	16	SNV_17	0.000365497673027	0.0045045045045	0.0175235623562	1	1	0.998307	2	1	0.00169277
0	sample_1	17	SNV_18	0.381740007052	0.43661971831	0.492714478526	1	1	1
0	sample_1	18	SNV_19	0.305769187775	0.360406091371	0.417489423486	1	1	1	2	2	0
0	sample_1	19	SNV_20	0.0713091391776	0.100877192982	0.136841601284	1	1	1
0	sample_1	20	SNV_21	0.1144657355	0.151376146789	0.193976305273	1	1	1
0	sample_1	21	SNV_22	0.0835511570573	0.116279069767	0.155341417196	1	1	1
0	sample_1	22	SNV_23	0.103405891579	0.138392857143	0.179072146469	1	1	1
0	sample_1	23	SNV_24	0.312266926482	0.366834170854	0.423844724676	1	1	0.945822	3	3	0.0541779
0	sample_1	24	SNV_25	0.000396994611128	0.0048309178744	0.018777621957	1	1	1
0	sample_1	25	SNV_26	0.367255748064	0.426229508197	0.486508960436	1	1	1
0	sample_1	26	SNV_27	0.0825214160244	0.114035087719	0.151648179742	1	1	1
0	sample_1	27	SNV_28	0.148746160698	0.190476190476	0.23740217727	1	0	0.463312	1	1	0.536688
0	sample_1	28	SNV_29	0.323278846979	0.378109452736	0.434978370975	1	1	0.979577	3	0	0.0204235
0	sample_1	29	SNV_30	0.149319855996	0.195402298851	0.247605066147	1	1	0.462003	3	1	0.537997
0	sample_1	30	SNV_31	0.452501057174	0.509900990099	0.567300923024	1	1	1
0	sample_1	31	SNV_32	0.364262286892	0.418604651163	0.47415016741	1	1	1	3	1	0
0	sample_1	32	SNV_33	0.318628461065	0.370044052863	0.423371004952	1	1	1
0	sample_1	33	SNV_34	0.0764385618077	0.108910891089	0.148407846705	1	1	1
0	sample_1	34	SNV_35	0.432348021446	0.488262910798	0.54417780015	1	1	1
0	sample_1	35	SNV_36	0.340099830078	0.395939086294	0.453854151292	1	1	1
0	sample_1	36	SNV_37	0.096436844832	0.130630630631	0.170682315988	1	1	0.926171	3	0	0.0738293
0	sample_1	37	SNV_38	0.0573890752815	0.0867346938776	0.123538990533	1	1	1
0	sample_1	38	SNV_39	0.327715542569	0.380090497738	0.434412477262	1	1	1
0	sample_1	39	SNV_40	0.0914430755434	0.126903553299	0.169227349331	1	1	1
0	sample_1	40	SNV_41	0.0004236635499	0.00510204081633	0.0198176638544	1	1	1
0	sample_1	41	SNV_42	0.297345473779	0.352941176471	0.41145200964	1	1	1
0	sample_1	42	SNV_43	0.384199926147	0.438356164384	0.493711433725	1	1	1
0	sample_1	43	SNV_44	0.671276145605	0.725	0.774576749845	1	0	0.802479	1	1	0.197521
0	sample_1	44	SNV_45	0.0	0.0	0.010452380707	1	1	1
0	sample_1	45	SNV_46	0.00732891944025	0.0192307692308	0.0396339403002	1	1	1
0	sample_1	46	SNV_47	0.00196369434747	0.00877192982456	0.0237769224879	1	1	0.927943	3	2	0.0720573
0	sample_1	47	SNV_48	0.351396516105	0.409836065574	0.470007157249	1	1	0.910956	3	3	0.0890441
0	sample_1	48	SNV_49	0.379150399351	0.434782608696	0.491646527472	1	1	1
0	sample_1	49	SNV_50	0.521818472882	0.576576576577	0.630148584163	1	1	0.578254	3	1	0.421746
1	sample_2	0	SNV_1	0.167367490366	0.2100456621	0.257502470825	1	1	0.922118	2	1	0.0778824
1	sample_2	1	SNV_2	0.152352086889	0.196808510638	0.247169303167	1	1	0.576443	3	1	0.423557
1	sample_2	2	SNV_3	0.17908374861	0.225	0.275684477496	1	1	1
1	sample_2	3	SNV_4	0.246288496079	0.298429319372	0.354520205036	1	1	0.145881	2	1	0.854119
1	sample_2	4	SNV_5	0.162039700952	0.209039548023	0.261891516129	1	1	1
1	sample_2	5	SNV_6	0.363260635023	0.417840375587	0.473628523691	1	0	0	1	1	1
1	sample_2	6	SNV_7	0.0680065414698	0.102409638554	0.145235070609	1	1	1
1	sample_2	7	SNV_8	0.0655484279642	0.0945945945946	0.130069011217	1	1	1
1	sample_2	8	SNV_9	0.176352738876	0.223404255319	0.275724088276	1	1	1
