2 #samples
50 #characters
#sample_index	sample_label	character_index	character_label	vaf_lb	vaf_mean	vaf_ub	mu	x	y
0	sample_1	0	SNV_1	0.0698425154924	0.122340425532	0.192337638918	1	1	0.864595	2	1	0.135405
0	sample_1	1	SNV_2	0.0525727251735	0.100558659218	0.167993437742	1	1	0.66577	3	1	0.33423
0	sample_1	2	SNV_3	0.0938381501565	0.153846153846	0.230570672849	1	1	1
0	sample_1	3	SNV_4	0.2543569899	0.336734693878	0.426357342505	1	1	0.124109	2	1	0.875891
0	sample_1	4	SNV_5	0.0944073718264	0.153439153439	0.228436826164	1	1	1
0	sample_1	5	SNV_6	0.373439668809	0.461165048544	0.550269758149	1	0	0	1	1	1
0	sample_1	6	SNV_7	0.00209838200146	0.0155440414508	0.0514261326318	1	1	1
0	sample_1	7	SNV_8	0.000699811542286	0.0100502512563	0.0415823910217	1	1	1
0	sample_1	8	SNV_9	0.0590772639245	0.108695652174	0.176828364397	1	1	1
0	sample_1	9	SNV_10	0.00198042760432	0.0147783251232	0.0489317504294	1	1	1
0	sample_1	10	SNV_11	0.282820559799	0.366336633663	0.455510248015	1	1	1
0	sample_1	11	SNV_12	0.00206157244886	0.015306122449	0.0506515179312	1	1	0.988773	2	2	0.0112267
0	sample_1	12	SNV_13	0.0900094188427	0.144186046512	0.212771351752	1	0	0	1	1	1
0	sample_1	13	SNV_14	0.0890920612448	0.145	0.216482293123	1	0	0.0213941	1	1	0.978606
0	sample_1	14	SNV_15	0.284844975016	0.366197183099	0.453060347213	1	1	0.988732	2	2	0.0112681
0	sample_1	15	SNV_16	0.332943431702	0.418269230769	0.507127626614	1	1	1
0	sample_1	16	SNV_17	3.9394104486e-05	0.0045045045045	0.0294388850529	1	1	0.998307	2	1	0.00169277
0	sample_1	17	SNV_18	0.351296280388	0.43661971831	0.524373254147	1	1	1
0	sample_1	18	SNV_19	0.276412045544	0.360406091371	0.450652121191	1	1	1	2	2	0
0	sample_1	19	SNV_20	0.0572693422008	0.100877192982	0.159771928724	1	1	1
0	sample_1	20	SNV_21	0.0961321056499	0.151376146789	0.220431198213	1	1	1
0	sample_1	21	SNV_22	0.067891026782	0.116279069767	0.180151286508	1	1	1
0	sample_1	22	SNV_23	0.0863751993472	0.138392857143	0.204664463872	1	1	1
0	sample_1	23	SNV_24	0.28267573426	0.366834170854	0.456693662831	1	1	0.945822	3	3	0.0541779
0	sample_1	24	SNV_25	4.76552025068e-05	0.0048309178744	0.0314882019784	1	1	1
0	sample_1	25	SNV_26	0.33512121456	0.426229508197	0.521109801251	1	1	1
0	sample_1	26	SNV_27	0.0674422935467	0.114035087719	0.175537576027	1	1	1
0	sample_1	27	SNV_28	0.127691709876	0.190476190476	0.266250563615	1	0	0.463312	1	1	0.536688
0	sample_1	28	SNV_29	0.293587428496	0.378109452736	0.46779520193	1	1	0.979577	3	0	0.0204235
0	sample_1	29	SNV_30	0.126278634569	0.195402298851	0.279646764694	1	1	0.462003	3	1	0.537997
0	sample_1	30	SNV_31	0.420239781005	0.509900990099	0.599282880785	1	1	1
0	sample_1	31	SNV_32	0.334651379915	0.418604651163	0.506033694787	1	1	1	3	1	0
0	sample_1	32	SNV_33	0.290786312842	0.370044052863	0.45414390562	1	1	1
0	sample_1	33	SNV_34	0.061019727904	0.108910891089	0.173590469413	1	1	1
0	sample_1	34	SNV_35	0.401193496722	0.488262910798	0.575604416794	1	1	1
0	sample_1	35	SNV_36	0.309585440993	0.395939086294	0.486997898166	1	1	1
0	sample_1	36	SNV_37	0.079952987933	0.130630630631	0.195839497041	1	1	0.926171	3	0	0.0738293
0	sample_1	37	SNV_38	0.0441835469132	0.0867346938776	0.147708368072	1	1	1
0	sample_1	38	SNV_39	0.299353887788	0.380090497738	0.465759569388	1	1	1
0	sample_1	39	SNV_40	0.0744754275848	0.126903553299	0.195918031513	1	1	1
0	sample_1	40	SNV_41	5.50641289092e-05	0.00510204081633	0.0332290120181	1	1	1
0	sample_1	41	SNV_42	0.267430682443	0.352941176471	0.445392457351	1	1	1
0	sample_1	42	SNV_43	0.354157535686	0.438356164384	0.524952855291	1	1	1
0	sample_1	43	SNV_44	0.639795851978	0.725	0.800653240575	1	0	0.802479	1	1	0.197521
0	sample_1	44	SNV_45	0.0	0.0	0.0180993605315	1	1	1
0	sample_1	45	SNV_46	0.00369749084456	0.0192307692308	0.0553351460203	1	1	1
0	sample_1	46	SNV_47	0.000590102979284	0.00877192982456	0.0364229212798	1	1	0.927943	3	2	0.0720573
0	sample_1	47	SNV_48	0.31950728047	0.409836065574	0.504493706194	1	1	0.910956	3	3	0.0890441
0	sample_1	48	SNV_49	0.348562948457	0.434782608696	0.524013114212	1	1	1
0	sample_1	49	SNV_50	0.490650502908	0.576576576577	0.659603304201	1	1	0.578254	3	1	0.421746
1	sample_2	0	SNV_1	0.145451672448	0.2100456621	0.286064439039	1	1	0.922118	2	1	0.0778824
1	sample_2	1	SNV_2	0.129892331141	0.196808510638	0.277848866431	1	1	0.576443	3	1	0.423557
1	sample_2	2	SNV_3	0.155536953025	0.225	0.306236444767	1	1	1
1	sample_2	3	SNV_4	0.218638059484	0.298429319372	0.387174053967	1	1	0.145881	2	1	0.854119
1	sample_2	4	SNV_5	0.138326418837	0.209039548023	0.294139141422	1	1	1
1	sample_2	5	SNV_6	0.333520382784	0.417840375587	0.505651323505	1	0	0	1	1	1
